448,"AllainDuhanganII","India","IFC Project 26500. The project involves additional financing to support the completion of a 192MW run-of-the-river hydroelectric power plant (HPP) in the Kullu District of Himachal Pradesh (Northern India). The project is being implemented by AD Hydro Power Limited (ADHPL). Construction began in early 2005 and is approximately 60% complete. The project is facing cost over-runs due to inflation in steel, cement and labor prices, new regulatory requirements, and geological problems experienced in the tunneling works. In 2004, IFC’s Board previously approved financing of an A Loan of Rs1,840 million ($46.0 million) and equity of $7.0 million towards the construction of the plant (project 11632). IFC publicly disclosed project information and environmental and social documentation prior to that approval.

The original project cost proposed in 2004 was Rs. 8,956 million (approximately $223.90 million). IFC’s revised estimate of total project cost is Rs. 16,359 million (approximately $408.98 million). In 2005, IFC committed $7.0 million of equity to the project and in 2006 it committed Rs.1,840 million (approximately $46.00 million) of debt. IFC is expected to invest an additional Rs. 1,310 million (approximately $32.75 million) in the form of an A loan and an additional $9.25 million in equity.
","","","","Large hydropower (over 10 MW)"
449,"Cemar-Maranhao","Brazil","IFC Project 26370. Companhia Energética do Maranhão (Cemar or the company) is the electricity distribution company operating in the state of Maranhão in northeast Brazil. Cemar currently serves 1.4 million customers in its 333,366 km2 concession area (3.9% of Brazilian territory). During 2007-2009, Cemar will implement capital expenditures (the Investment Plan) whose primary objectives are to: - modernize and expand the company’s distribution network to connect new customers and meet rapid energy demand growth; 
- improve the reliability and quality of electricity served; and 
- enhance operational efficiency, through energy losses reduction, IT system upgrades, work facilities consolidation and energy efficiency initiatives. The proposed project involves IFC financing of up to $80-100 million equivalent to partly finance the Investment Plan.

The total project cost (2007-2009 Investment Plan) is estimated at approximately $307 million equivalent. The proposed project involves a subscription by IFC of cross-border, local currency-indexed notes (the Notes) o be issued by Cemar for an amount of up to $80-100 million equivalent. The Notes will be fully subscribed by IFC as a private placement for IFC’s own account.
","","","","Transmission and distribution"
450,"Lanco Infratech","India","IFC Project 25829. Lanco Group (Lanco or the Group), based in Hyderabad India, is a diversified industrial group with interests in power, construction, pig iron and real estate development. Lanco’s strategy is to develop into a major infrastructure developer and construction company by capitalizing on India’s strong and growing demand for power and urban infrastructure. In line with this strategy, Lanco has rapidly grown to be one of the largest players in India’s power sector. It has a current operating capacity of 519 MW in a combination of gas based, biomass and wind power plants and a cumulative capacity of about 3957 MW under development. LITL’s construction business focuses on power and real estate related construction contracts and is expected to grow rapidly with strong growth in infrastructure in India and construction orders from the Group’s own project companies.

LITL has an investment plan of more than $700 million for capital expenditure in the expansion of its construction business and equity investments in its various power and infrastructure projects over the next 4 years till FY2011 (the Project). LITL has invited IFC to invest up to $100 million comprising of $80 million debt and $20 million equity in the company to partly finance the program.

LITL has invited IFC to invest up to $100 million comprising of $80 million debt and $20 million equity in the company. The debt would be a long term loan of 10 years maturity (including 3 years of grace period).
","Not working with energy, exclusivly. Also focusing on infrastructure. Both clean and fossil fuel.",NULL,NULL,NULL
451,"Magat Hydro","Philippines","IFC Project 26041. The Magat Hydroelectric plant (Magat HEPP) is a 360MW power plant built at the foot of the Magat dam in the north of Luzon, the Philippines, which has been operational since 1983. The Magat HEPP has been undergoing a privatization process since December 2006 through an international tender process, as part of the privatization program of the Electric Power Industry Reform Act (EPIRA), a comprehensive sector reform law, under which the Power Sector Assets and Liabilities Management Corporation (PSALM) has been created to privatize substantially all of the assets of the National Power Corporation (NPC), the state-owned transmission and generation company. The Magat HEPP is among the country’s few peaking plants in the Luzon grid and is expected to be dispatched largely during peak hours, running primarily as a 100% merchant power plant and selling electricity through the bid-based wholesale electricity spot market (WESM).

The proposed IFC investment of a $105 million A Loan will partly finance the privatization of the Magat HEPP. The winning bid of $530 million was tendered by SN Aboitiz Power Incorporated. (SNAP), a 50:50 joint-venture between subsidiaries of Statkraft Norfund Power Invest AS (SN Power) of Norway and Aboitiz Equity Venture (AEV) of the Philippines. This would be the first and only privatization deal successfully concluded with significant foreign participation under EPIRA.
","","","","Large hydropower (over 10 MW), Transmission and distribution - Other"
452,"ESM Macedonia","Macedonia, Former Yugoslav Republic of","IFC Project 26093. The company, ESM, is the single electricity distribution and supply company in FYR Macedonia supplying electricity to households, industry and budgetary organizations. ESM also owns and operates 11 small hydro power plants.

The proposed project is the financing of a EUR 100m investment program to upgrade ESM’s electricity distribution network. The investment program will be focused on four main areas:

- Upgrade of grid lines and connections;
- Upgrade of substations and transformers;
- Roll out of metering;
- Upgrade systems and administration.

The proposed investment will play an important role towards strengthening ESM’s operations, through reducing energy losses, improving supply reliability, upgrading technical capacity, modernization and automation.

The proposed project is the financing of a EUR100m investment program. IFC’s proposed investment is an A loan for up to EUR50 million to ESM, in parallel with an equivalent financing from EBRD.
","","","","Transmission and distribution - Clean"
453,"La Confluencia","Chile","IFC Project 25472. The project (La Confluencia or the project) consists of the development, construction, and operation of a 158 MW run-of-the-river hydro power plant to be located in the Tinguiririca and Portillo Valleys east of the city of San Fernando in Region VI of Chile. The project area is located in the foot hills of the Andes Mountains, approximately 75km south east of the city of San Fernando. Being a run-of-the-river hydropower plant, the project will generate power at a very low cost and will be among the first power plants in the system to be dispatched. The project is located in a remote and mountainous area and is expected to have a very small environmental footprint. The project supports the World Bank Group’s emphasis on promoting low-cost renewable energy.

Total project cost is estimated at $334 million, of which IFC is expected to contribute $208 million through a combination of:

- an IFC A Loan of up to $83 million for IFC’s own account, and 
- an IFC B Loan of up to $125 million for the account of participants.
","","","","Large hydropower (over 10 MW)"
454,"Lake Kivu Energy","Rwanda","IFC project.","No project description available at IFC's web pages. Information gained from Annual Report. Assume same sector as MIGA's support.","","","Coal bed methane"
455,"Green Resources ASA","Tanzania","IFC Project 26506. Green Resources ASA (GRAS) is implementing an investment program over the next three years to expand and modernize its saw mill operations in Sao Hill, Tanzania, and establish additional plantations in Tanzania, Uganda and Mozambique. The program will include: - achieving internationally recognized certifications including FSC, CDM and ISO 14001/9001; 
- planting 9,000 ha of land with eucalyptus, pine, teak and indigenous trees; 
- expanding its equipment for harvesting and wood transportation;
- modernizing an existing saw mill to increase efficiencies and capacity; 
- retrofitting a small wood waste to energy plant at the mill, and installing a new wood waste-fired Combined Heating and Power (CHP) facility; and
- associated, miscellaneous capital expenditures. GRAS’s plantation and wood waste-to-energy projects will address the issues created by deforestation by: - increasing the amount of trees planted every year, thereby functioning as a carbon sink,
- creating carbon offsets that will add to revenues,
- generating electricity from fuels produced by sustainably managed forests,
- providing a source of power poles for electric power distribution systems, and
- generating significant employment in rural areas for some of the poorest people in the countries where it operates. Approximately one person is employed for every plantation hectare planted. In addition, the increase in available electricity will decrease the demand for firewood, and will improve the living conditions of surrounding communities.
","Gap between information in IFC project database and AR. In AR total loan is $18 mill. Combined Heating and Power (CHP) facility.","","","Biomass"
456,"Capital Alliance Private Equity III Limited","Western Africa Region","IFC Project 27525. The project involves an investment of up to $40 million, not to exceed 20% of total committed capital, in Capital Alliance Private Equity III LP (the 'Fund” or 'CAPE III”), a private equity fund with a target size of up to $500 million. The Fund, expected to invest up to 40% of committed capital in the energy sector, will make investments in businesses located principally in Nigeria and other countries in West Africa. The Fund will make equity and equity-related investments in companies with strong management and above-average potential for revenue growth and job creation.

The target size for the Fund is $500 million and it is proposed that IFC invest up to $40 million.
","Not same information as in IFC FY09 AR. Including it since it is not C-loan, but equity.",NULL,NULL,NULL
457,"Helios Investors II, L.P.","Western Africa Region","IFC Project 27876. The proposed project is to make an equity investment of up to the lesser of US$60 million or 20% of Helios Investors II, L.P. (the 'Fund”) to support a fund manager that targets African investments in new business formations and established companies as well as in infrastructure-related projects. The Fund will consider investments in companies mainly located in Nigeria, Ghana, Angola, Cote D’Ivoire, Kenya, Tanzania and Uganda. Other African countries may be considered opportunistically. It is expected that half of the investments will be located outside Nigeria, in smaller IDA countries. The Fund will target the following sectors: financial services, telecoms, healthcare, power and utilities, transport and logistics, agro-business and consumer products. It is expected that 50% of the Fund’s commitments will be invested in infrastructure-related projects including power, railway and telecom infrastructure. The Fund will make 8-10 investments with an average investment size of US$50 million (investments may range from US$20 million to US$100 million). This investment strategy and focus is in line with the investment team's previous fund, Helios Investors, L.P., a fund that was launched in 2006 and has been 85% committed in five African investments.","Not same information as in IFC FY09 AR. Including it since it is not C-loan, but equity. Transmission is a small part of the project.","","","Transmission and distribution"
458,"Asia Environmental Partners, L.P.","China","IFC Project 28062. Asia Environmental Partners, L.P ('AEP” or the 'Fund”) is a US$250 million equity fund placed by Olympus Capital Holdings Asia ('Olympus Capital” or 'Sponsor”), a pan-Asian middle-market private equity firm, to make equity and equity-related investments in renewable energy / environmental services companies in Asia. The Fund will target ten to twelve opportunities in the $20-50 million range, in clean energy (energy efficiency, clean energy distribution infrastructure, renewable energy projects), clean technologies, waste management (solid waste management, waste water treatment), water quality treatment infrastructure, and pollution control.

The project team proposes an equity investment of $25 million. The target size of the Fund is $250 million.","Not same information as in IFC FY09 AR on size of equity.",NULL,NULL,NULL
459,"ENN Solar Energy Co., Ltd","China","IFC Project 27041. The scope of the XinAo Solar project comprises of the greenfield construction, installation, commissioning and operation of a tandem junction thin film line to be supplied by Applied Materials capable of producing 60 MWp of amorphous silicon solar photovoltaic modules. The project will be implemented in a purpose-built greenfield facility in the Langfang Economic & Technical Development Zone in Langfang, Hebei Province, south-east of Beijing. The project is the first phase of the XinAo Group’s three-step strategic plan to build its photovoltaic thin film business.

The project cost is approximately $240 million. IFC will provide a debt and equity package to help finance the project.
","According to IFC AR FY09 the support is $45 m. in loans (not specific about C loans) and $15 m. in equity.","","","Solar"
460,"Suntech","China","IFC Project 27874. Suntech Power Holdings Co., Ltd, headquartered in Wuxi, Jiangsu Province, China is a global leader in photovoltaic solar cells and modules. Suntech designs, develops, manufactures, and markets various PV cells and modules to provide electric power for residential, commercial, industrial, and public utility applications worldwide. Suntech’s key markets worldwide include Germany, Spain, the United States, China, Japan, Italy and South Korea.

Suntech was founded in 2001 by Dr. Shi Zhengrong and was floated on the New Stock Exchange in 2005. Dr. Shi, chief executive officer and chairman of its board of directors holds 35.1% of the Company. Other executives and managers hold less than 1.0% altogether. The remaining is a free float and is mostly held by institutional & mutual fund owners.

IFC will provide a convertible loan for IFC’s own account up to $100 million.
","$50 mill. is the number used in the AR.","","","solar"
461,"PT SPV IV","Indonesia","IFC Project 26784. PT. South Pacific Viscose (SPV or the company) plans to undertake a capital investment program at the company’s existing site in Indonesia over the 2008-2009 period which includes expansion of the viscose production capacity by 66,400 tons per annum, other ancillary investments (including a 30 MWe captive power plant, a gas-based CS2 plant and a sulphuric acid plant), incremental working capital and other on-going capital expenditures.

The project is expected to cost $191 million. IFC is considering an A Loan of up to $40 million and B Loan of up to $100 million to support the project.
","Not same info as described in AR. Energy production is a part of the project.",NULL,NULL,NULL
462,"Himadri","India","IFC Project 27560. Himadri Chemicals & Industries Limited ('Himadri” or the 'Company”) is India’s largest producer of coal tar pitch which is utilized in the production of aluminum and graphite. Himadri is known as one of the highest quality producers of coal tar pitch in the world, and its products are used by several, major international customers. The company is also only one of three companies worldwide that is able to produce zero Q.I. Coal Tar Impregnating Pitch, a high quality pitch used for impregnation of graphite electrodes, and it is the only company outside Japan able to manufacture it.

Himadri uses coal tar in India as its raw material which is a by product of recovery type high temperature coke oven batteries. The Company distills such into useful coal-tar pitch and derivatives, thereby creating useful economic value from a low-value feedstock. During the manufacturing process, the company also produces various industrial oils as by-products that can be further used as feedstock for the production of carbon black, a key input for tire manufacturers. Given strong demand, Himadri is expanding its present coal tar pitch distillation capacity of 169,000 metric tons per annum (mtpa) in India to 400,000 mtpa. Phase I consists of (i) increasing its distillation capacity to 250,00 mtpa, (ii) setting up a 50,000 mtpa carbon black production facility and (iii) constructing an associated 12 mega-watt waste-heat recovery based power plant (together, the 'Project”).

The project cost is estimated at $139 million for which IFC may provide an investment of up to $35 million.

In addition, IFC is considering providing a Carbon Delivery Guarantee ('CDG”) to enhance the value of approximately 0.5 million Certified Emission Reductions ('CERs”) to be generated from the 12 mega-watt waste-heat recovery based power plant that is being constructed as a part of the project.
","","","","Waste-heat recovery based power"
463,"JK Paper Mills Ltd.","India","IFC Project 28233. JK Paper has proposed a series of investments to increase energy efficiency and reduce water consumption at its two manufacturing facilities located in Orissa and Gujarat, India. Overall, project implementation is expected to reduce energy consumption by 5.1% and water consumption by 17.3%, annually. The recommended project encompasses optimization of electric drives and motors, steam and pumping systems, and cooling and lighting systems. Together, these 'Cleaner Production” investments qualify for funding via IFC’s Board-approved Cleaner Production Lending Pilot facility, a $20 million facility that enables IFC to provide Cleaner Production sub-loans to its existing portfolio clients.

JK Paper is India's second largest producer of branded printing and writing paper with a total manufacturing capacity of 240,000 tons per annum and has been an IFC client since 2006.

The estimated total project cost is $3.5 million. The proposed IFC investment is an A Loan (Cleaner Production Loan) of $3.0 million equivalent for IFC’s own account. The balance $0.5 million will be invested by the company itself, through internal accruals. IFC’s investment in JK Paper will be a sub-loan of the aforementioned dedicated lending facility established as part of the Cleaner Production Lending Pilot initiative.
","","","","End use energy efficiency"
464,"Macquarie India Infrastructure Opportunities Fund","India","IFC Project 26334. Subject to Macquarie and IFC Board and other internal approvals, the Macquarie India Infrastructure Opportunities Fund (MIIOF or the Fund) is being created as a closed-end fund that will make equity and equity-like investments in infrastructure and infrastructure related assets in India and other countries in South Asia. The Fund is designed to invest in a diversified range of greenfield and brownfield assets in roads, airports, ports, power generation, power transmission & distribution, telecom towers, water & waste treatment, rail, and other infrastructure-related sectors.
","Transmission and distribution only a part of the whole. Not data on per centages. Not sure if clean or fossil fuel.","","","Transmission and distribution "
465,"Padgo Risk Share","Sri Lanka","IFC Project 26317. The project supports the CES managed PADGO (Portfolio Approach to Distributed Generation Opportunities) project with a risk sharing facility (RSF) to assist local banks increase their exposures to renewable energy (RE) projects. PADGO’s objective is to improve access to cleaner and more reliable sources of energy for underserved populations and is currently piloted in Sri Lanka. The initial phase of the project would help Commercial Bank of Ceylon (CBCL or the Bank) to: - free up capital for funding new RE projects, and 
- consider loans for RE projects involving technologies new to Sri Lanka (including wind projects). In addition to the investment project, there is intended to be a comprehensive technical assistance program to support the objectives of the project, which will be focused on the RE sector and participating financial institutions.
","Not more specific than RE. Also, investments in banking sector to promote RE, but IFC's own account and not C-loan.",NULL,NULL,NULL
466,"Kuaz Energy Eff.","Russia","IFC Project 27928. The proposed investment would support Kuibyshevazot Open Joint Stock Company (KuAz) in implementation of its 2009-2010 energy efficiency and clean production program. The program is expected to result in significant energy savings and reduction of greenhouse gases emissions.

The total project cost is estimated at $40.0 million. The proposed IFC investment is a senior loan of up to $20.0 million.
","","","","End use energy efficiency"
467,"Macquarie Renaissance Infrastructure Fund","Russia","IFC Project 26893. Subject to Macquarie Group and Renaissance Group approvals, the Macquarie Renaissance Infrastructure Fund (MRIF or the Fund) is intended to be established as a $1-1.5 billion closed-end fund that will seek to make equity and equity related investments in a portfolio of infrastructure assets located in Russia, Armenia, Azerbaijan, Belarus, Georgia, Kazakhstan, Kyrgyzstan, Moldova, Tajikistan, Turkmenistan, Ukraine and Uzbekistan (collectively referred to as Russia and other CIS countries). MRIF will seek to generate stable and long-term returns by investing in a diversified portfolio of infrastructure projects. Target assets will include, but not be limited to roads, airports, ports, electricity and gas transmission and distribution networks, heating networks communication infrastructure, rail networks, water and sewerage utilities and social infrastructure.","Transmission and distribution only a part of the whole. Not data on per centages. Not sure if clean or fossil fuel.","","","Transmission and distribution "
468,"Nitol Solar","Russia","IFC Project 26777. The proposed transaction is a $75 million loan and equity investment in Nitol Solar Limited (Nitol or the company), to facilitate the construction of a 3,700 metric tonnes per annum polycrystalline silicon (PCS or polysilicon) manufacturing facility in Russia at a total cost of about $450 million. Nitol is a vertically integrated chemical and silicon gas producer based in Russia’s Irkutsk region (south-eastern Siberia), with access to abundant rock salt and low cost energy. The company is currently one of the largest Russian producers of chlorine based compounds, such as trichloroethylene, calcium hypochlorite, epichlorohydrin and polyvinylchloride (PVC) emulsion, as well as silicon gases.
","","","","Solar"
469,"Delta Petrol","Turkey","IFC Project 27939. The project entails a $15 million corporate loan to Delta Petrol Urunleri Ticaret A.S (Delta). The proceeds of the loan will be used:

- to complete the construction of a jetty with six berthing stations, with capacity to load and discharge vessels of up to 165,000 dwt at its Dortyol Terminal near Ceyhan at the Iskenderun Bay in Southeast Turkey. Delta engages in three related business lines:

- storage of petroleum products in- transit both for export and import at its Dortyol storage facility, in the Iskenderun Bay, in the eastern Mediterranean; and 
- trading and transport of petroleum products, based on purchases and providing supplies and transport services for refined petroleum products moving to/from Iraq through the Turkey-Iraq Northern Corridor, supported by a fleet of Delta-owned LPG road tankers, and a transport contracting operation.
","Infrastructure, oil expl.","","","Oil and gas"
470,"CTA","Chile","IFC Project 26466. The proposed project consists of the construction and operation of 2x165MWe circulated fluidized bed (CFB) technology thermal power units in northern Chile to be fired by a combination of coal, petroleum coke, and biomass fuels. The project sponsor is Suez Energy Andino (project sponsor), a subsidiary of Suez S.A. (France). The first 165MWe unit (Unit 1) is to be developed by Central Termoeléctrica Andina S.A., (CTA), while the second 165MWe unit (Unit 2), with essentially the same characteristics, will be developed through a separate special purpose company. Both Unit 1 and 2 will be selling power to the spot market. To hedge the exposure against spot market volatility, Unit 1 already signed a 21-year financial contract or power purchase agreement (PPA) with Corporación Nacional del Cobre S.A. (Codelco), a Chilean state-owned copper mining company, for 150 MW capacity sales. Furthermore, with respect to Units 1 and 2, CTA entered into a turn-key contract with Cobra Instalaciones y Servicios S.A. (Cobra), a company of ACS S.A. (Spain). Notice to proceed to the EPC contractor for the construction of the first unit (165 MW) was issued on July 1, 2007 and for the second unit on December 31, 2007. The construction period is expected to take 33 months. With respect to Unit 2, the PPA arrangements are yet to be finalized. The total project cost for the two units is estimated at about $1 billion. The requested financing includes an A Loan for IFC’s own account of up to $150 million and a B loan of up to $590 million.","","","","Thermal Power - Fossil Fuel"
471,"CAME CPLP","Colombia","IFC Project 27952. Cartones America is planning to reduce their use of energy at their plant in Cali, Colombia. The energy efficiency improvement project planned by Cartones consist several sub-projects which will help it to reduce its energy consumption and thus reduce the operating cost for energy by almost 17% annually. This project is an overall energy systems improvement which will consist of improving the electrical system, such as lowering the voltage setting on the transformers, improving the transmission efficiency of motor by using poly V-belts instead of ordinary V-belts, increase the efficiency of the electric motor by replacing large standard efficiency motors with high efficiency motors and also down sizing motors so that they operate at optimal loading, the plant will also install variable speed drives on some application so that the supplied power to the machines matches the demand and also improve its lighting and refrigeration systems. On the thermal side the plant will be improving the efficiency of its boilers by installing automatic air-fuel regulators, improving its insulation on its steam pipes, valves and flanges and most importantly it will be improving the steam/ condensate management system at its Paper machine 3 so that its specific steam consumption will be reduced. Together, these 'Cleaner Production” investment for energy efficiency qualify for funding via IFC’s Board approved Cleaner Production Lending Pilot, a $20 million Facility via which IFC can provide Cleaner Production sub-loans to its existing portfolio clients.","","","","End use energy efficiency"
472,"Century Hydros","Colombia","IFC Project 26399. The project consists of the development, construction and operation of two small run-of-river hydropower plants in the Guadalupe river basin, 95 kilometers (km) north of the city of Medellin, in the Antioquia Department in western Colombia. The two plants, Caruquia S.A. (9.5MW) and Guanaquitas S.A. (9.8MW) are expected to begin commercial operations in late 2009 and early 2010, respectively.

Total project cost is estimated at $43.7 million ($21.5 million for Caruquia and $22.2 million for Guanaquitas). The project will be financed with $31.0 million of debt and $12.7 million of equity contribution from Century. The proposed IFC investment includes a $13.0 million A loan and a $2.5 million C loan, both for IFC’s own account.","","","","Small hydro (less than 10 MW)"
473,"Corporacion Dinant S.A. de C.V.","Honduras","IFC Project 27250. The project will consist of a corporate loan to Corporacion Dinant S.A. de C.V. ('Dinant”), a vertically-integrated palm oil and food company in Honduras. The company is seeking funds primarily to: - increase production capacity in its snacks and edible oils divisions;
- expand and upgrade its distribution network;
- develop young palm oil plantations; and 
- build a biogas facility to generate electricity for own and third-party consumption.
","NB: Only smaller part of project!","","","Biomass"
474,"Strengthening of the energy sector","Bhutan","The goal of the program is the accelerated development of the hydropower resources of the country, and for attracting investors to implement hydropower projects, thereby leading to socio-economic development and poverty reduction. Furthermore, to ensure the required regulatory capacity to allow the growth of the power sector in an orderly and cost effective manner, and thereby to support the accelerated hydropower development strategy of the 10th five year plan for Bhutan. NOK 15,000,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the Department of Energy, Ministry of Economic Affairs. Project period 2008 – 2011.","Hydro, but not sure about size.",NULL,NULL,NULL
475,"Pre-feasibility studies and reconnaissance studies","Bhutan","Reconnaissance surveys for the remaining listed sites under the power system master plan, pre-feasibility studies of project sites and a detailed program report of one site including environmental studies. NOK 15,000,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the Department of Energy, Ministry of Economic Affairs. Project period 2008 – 2011.","","","","Transmission and distribution - Clean"
476,"China Utility Based Energy Efficiency Financing Program (CHUEE)","China","Objectives are to:
- Reduce Chinese emissions of greenhouse gases (GHG) in line with the Chinese government’s target of reducing Gross Domestic Product energy intensity by 20%. The target for reduction is 6 million tons annually (60 million tons in total).
- Develop financial markets by encouraging banks to improve risk management practices, introduce new lending products and to expand coverage to the under-served small and medium sized enterprise market segments.
- Improve industrial energy efficiency and use of renewable energy sources.
- Replace highly polluting fossil fuels with greater use of renewable energies combined with comprehensive energy efficiency improvements in industries including small and medium enterprises and industries.

NOK 18,000,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the International Finance Corporation (IFC). Project period 2008 – 2010.","A mix of RE and end use energy efficiency.","","","End use energy efficiency"
477,"NHO – ENSI","China","Helps improve energy efficiency in Chinese industry and buildings and contribute to economic growth, reduced use of fossil fuels and lower green-house gas emissions. NOK 14,990,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with Dalian Development Area, China Enterprise Confederation (CEC). Project period 2009 – 2012.","","","","End use energy efficiency"
478,"Innovation Norway Energy Management Programme Phase II","China","Objectives of the project:
- Help improve energy efficiency in Chinese industry and contribute to a cleaner environment and lower green-house gas emissions.
- Spread knowledge about available energy efficient technologies, including Norwegian technology, to key actors in China.
- Contribute to the central actors’ understanding of, and ability to apply, good energy management practices.

NOK 1,900,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with China Enterprise Confederation (CEC). Project period 2008 – 2009.
","","","","End use energy efficiency"
479,"Solar rural electrification of 30 villages Public-Private-People pilot project","India","Increase electrification in rural areas in the developing world by using renewable energy (solar photovoltaic) alleviating  poverty and mitigating climate change. The project aims to prepare the ground for scalable commercial village electrification using renewable energy, and thus helps fill the current investment gap between, on the one hand, needed investments in village electrification, and on the other, insufficient private sector involvement. NOK 13,545,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with Ministry of New and Renewable Energy and India Renewable Energy Development Agency. Project period 2009 – 2013.","","","","Solar"
480,"CDM Project","India","Support to CDM development for a project to replace fossil fuel with solar energy at telecom base stations in India. NOK 830,000 in 2009. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with Scatec Solar AS and Scatec Solar India Pvt Ltd. Project period 2009 – 2010.","","TRUE","","Solar"
481,"Off-grid renewable energy fund","India","Analyze and consider the establishment of an innovative fund to promote business model innovation in delivering renewable services to the rural populations of India. NOK 830,000 in 2009. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the Ministry of New Renewable Energy in India and the Department for International Development in the United Kingdom. Project period 2009 – 2010.",NULL,NULL,NULL,NULL
482,"BIOCO2","India","An integrated multidisciplinary project using solar energy for the production of renewable hydrogen combined with CO2  capture, to address global warming and energy production. NOK 8,700,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the Ministry of New Renewable Energy in India and the Indian Institute of Technology, Kharagpur. Also other Norwegian agencies and a Swedish university as partners in the project. Project period 2008 – 2010.","","","","Solar"
483,"Xeset 2 hydropower project (completed in 2009)","Laos","The objective of the consultancy services is to assist Electricité du Laos (EdL) in the role as owner’s engineer with technical and contractual matters for the successful implementation of the Xeset 2 hydropower project. NOK 9,000,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with EdL. Project period 2006 – 2009.","Hydro, but not sure about size.",NULL,NULL,NULL
484,"Rural Electrification 1st phase Rural Electrification Project","Laos","The objective is to improve incomes and living standards of an estimated 123 500 households (42 000 on-grid and 10 000 off-grid in phase I plus 51 500 on-grid and 20 000 off-grid in phase II) in southern rural provinces in Laos. NOK 56,000,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the Ministry of Energy and Mines and EdL. Project period 2005 – 2009.",NULL,NULL,NULL,NULL
485,"Strategic Environmental Impact Assessment for the river Moraca","Montenegro","Strategic environmental impact assessment for detailed spatial plan for hydro power projects on the River Moraca. NOK 1,800,000. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with the Ministry of Economy and the Ministry of Spatial Planning and Environment. Project period 2008 – 2010.","Hydro, but not sure about size.",NULL,NULL,NULL
486,"Development of small hydro-electric plants for productive use in off-grid zones","Nicaragua","The overall goal of the project is to contribute to reducing poverty levels in the rural communities in the Northern Atlantic Autonomous Region and the Central Region of Nicaragua. NOK 60,000,000. Norwegian Agency for International Development’s Clean Energy for Development program, co-financed by Cosude (Switzerland) and the Government of Nicaragua (trough UNDP). Cooperating with the Ministry of Energy. Project period 2009 – 2012.
","","","","Small hydro (less than 10 MW)"
487,"Palestinian energy sector assistance phase V","The Palestinian Territory","Objectives are:
- Remedying current power system deficiencies.
- Improving electricity service delivery and public accountability.
- Laying the legal, institutional, economic and financial and technical basis for efficient power system development.
- Finalising the necessary power infrastructure to meet the growth of demand up to 2020.

Norwegian Agency for International Development’s Clean Energy for Development program (NOK 105,000,000), co-financing with Sida (SEK 30,000,000). Cooperating PEA. Project period 2008 – 2010.
","","","","Supply-side energy efficiency"
488,"Electricity reticulation networks","South Africa","Objectives are:
- Mapping bottlenecks and weaknesses in the energy distribution system.
- Study of electricity reticulation for municipalities and local distributors.
- Capacity building through a series of meetings and workshop.

NOK 16,000,000. Norwegian Agency for International Development’s Clean Energy for Development program. Project period 2006 – 2010.
","Capacity building",NULL,NULL,NULL
489,"Central Energy Fund (CEF) / Energy Development Corporation (EDC)","South Africa","Several workshops in South Africa and Norway. NOK 1,400,000. Norwegian Agency for International Development’s Clean Energy for Development program. Project period 2006 – 2010.","Capacity building",NULL,NULL,NULL
490,"Independent Power Producer (IPP) framework","South Africa","Activities:
- Proposals for legal framework on governance of the relationships between the single-buyer and IPP.
- Develop necessary policy formulation and decision to support the implementation of the new system.
- Three benchmark study tours to Turkey, Thailand and China were accomplished.

NOK 1,200,000. Norwegian Agency for International Development’s Clean Energy for Development program. Project period 2006 – 2010.
","Capacity building",NULL,NULL,NULL
491,"Energy planning","South Africa","Activities:
- Capacity building to implement the integrated energy modeling and planning functions at DoE.
- A total of 16 participants from DoE, NERSA and Statistic South Africa attended a workshop on energy planning in Pretoria, August 2009.

NOK 2,500,000. Norwegian Agency for International Development’s Clean Energy for Development program. Project period 2006 – 2010.
","Capacity building",NULL,NULL,NULL
492,"Regulation of the energy sector","South Africa","Activities:
- Capacity building within regulation.
- Development of the licensee information system.
- Policy to promote the stability of the energy sector price path analysis.
- Policy to promote the stability of the energy sector modelling
- Develop web-based reporting system.

NOK 2,800,000. Norwegian Agency for International Development’s Clean Energy for Development program. Project period 2006 – 2010.
","Capacity building",NULL,NULL,NULL
493,"Power generation from biomass ","South Africa","Feasibility study Phase III for testing technologies to find the best technology for generating power for industry from waste from the timber industry and agriculture.

NOK 250,000 in 2009. Norwegian Agency for International Development’s Clean Energy for Development program. Cooperating with EDC. Project period 2006 – 2009.
","","","","Biomss"
